claim_id,claim_date,customer_id,customer_name,sku_id,claim_type,quantity,claim_amount,approved_amount,status,reason_text,document_status
ASPCLM0000023,2025-10-16,ASPDLR000889,Shree Lakshmi Stores,ASP0015,Expiry,29,6004.53,3548.65,Approved,wrong SKU billed,complete
ASPCLM0000024,2024-09-14,ASPDLR000185,Modern Lokesh Depot,ASP0014,Damaged stock,32,24580.90,15860.79,Credit note raised,leakage,manual approval
ASPCLM0000025,2024-07-18,ASPDLR000352,ROYAL NAVEEN PAINTS,ASP0022,Service complaint,56,23096.26,405.34,Rejected,dealer says slow moving,duplicate suspected
ASPCLM0000026,17-Apr-25,ASPDLR000086,Ganesh Jagan Agro,ASP0017,Scheme claim,13,48500.13,47023.77,Open,expired stock,manual approval
ASPCLM0000027,11/05/2024,ASPDLR000829,NEW VENKATESH DISTRIBUTORS,ASP0004,Damaged stock,58,56099.29,53127.62,Rejected,expired stock,duplicate suspected
ASPCLM0000028,02/07/2025,ASPDLR000761,Kaveri Revathi Corporation,ASP0022,Return,50,29456.41,1315.97,Approved,wrong SKU billed,duplicate suspected
ASPCLM0000029,2025-03-01,ASPDLR000813,SRI Ganesh Paints,ASP0020,Shade complaint,32,1682.79,1107.11,Rejected,wrong SKU billed,manual approval
ASPCLM0000030,2024-12-12,ASPDLR000874,Royal Karthik Paints,ASP0020,Service complaint,5,59882.97,8260.56,Pending photo,wrong SKU billed,complete
ASPCLM0000031,19-Dec-24,ASPDLR000734,Mahalakshmi Jagan Paints,ASP0005,Return,23,52084.30,6028.86,Rejected,leakage,manual approval
ASPCLM0000032,2025-04-05,ASPDLR000740,Vijaya Manoj Agencies,ASP0023,Return,9,29406.17,23525.24,Settled,dealer says slow moving,manual approval
ASPCLM0000033,2025-07-12,ASPDLR000423,Balaji Kavya Paints,ASP0015,Rate difference,2,41685.73,33683.36,Rejected,damaged in transit,photo missing
ASPCLM0000034,13/12/2024,ASPDLR000375,Mahalakshmi Farida Depot,ASP0017,Rate difference,8,45589.64,7916.00,Pending photo,leakage,complete
ASPCLM0000035,2026-03-25,ASPDLR000315,Vijaya Sanjay Paints,ASP0008,Shade complaint,10,1098.33,237.23,Open,wrong SKU billed,complete
ASPCLM0000036,2025-07-13,ASPDLR000493,Murugan Rafiq Paints,ASP0017,Shade complaint,21,62967.26,649.54,Rejected,dealer says slow moving,complete
ASPCLM0000037,2025-08-29,ASPDLR000934,Lucky Anand Paints,ASP0017,Expiry,49,31874.99,13392.89,Pending photo,warranty defect,photo missing
ASPCLM0000038,24/03/2026,ASPDLR000076,Lucky Chandra Stores,ASP0011,Expiry,4,20592.88,7937.51,Credit note raised,damaged in transit,duplicate suspected
ASPCLM0000039,2025-04-21,ASPDLR000843,National Arun Hardware,ASP0023,Damaged stock,39,16929.78,14991.68,Credit note raised,leakage,complete
ASPCLM0000040,2026-01-28,ASPDLR000331,Star Irfan Mart,ASP0004,Shade complaint,30,73560.45,40613.70,Credit note raised,leakage,duplicate suspected
ASPCLM0000041,2024-08-10,ASPDLR000064,ROYAL ARUN PAINTS,ASP0016,Service complaint,8,57757.03,24037.28,Open,wrong SKU billed,invoice missing
ASPCLM0000042,08/02/2024,ASPDLR000044,Vijaya Geetha Paints,ASP0017,Shade complaint,16,6663.32,2425.44,Settled,wrong SKU billed,complete
ASPCLM0000043,2025-06-30,ASPDLR000741,Shree Farida Services,ASP0007,Damaged stock,58,66846.07,38190.27,Credit note raised,expired stock,photo missing
ASPCLM0000044,2024-07-11,ASPDLR000650,Kaveri Senthil Corporation,ASP0008,Return,27,75687.70,7904.72,Pending photo,rate difference,manual approval
ASPCLM0000045,2025-11-15,ASPDLR000564,National Sowmya Paints,ASP0009,Shade complaint,31,82090.50,50320.52,Approved,leakage,invoice missing
ASPCLM0000046,2025-04-06,ASPDLR000728,Sri Jagan Fertilisers,ASP0009,Expiry,42,11976.27,10345.22,Approved,leakage,manual approval
ASPCLM0000047,2024-11-14,ASPDLR000562,Metro Chandra Paints,ASP0001,Return,33,68727.54,66771.95,Approved,expired stock,manual approval
ASPCLM0000048,2025-04-07,ASPDLR000210,Royal Karthik Hardware,ASP0013,Scheme claim,32,34255.06,28371.14,Pending photo,batch issue,duplicate suspected
ASPCLM0000049,2024-07-25,ASPDLR000408,Star Lokesh Paints,ASP0017,Shade complaint,14,18225.33,9741.88,Approved,rate difference,invoice missing
ASPCLM0000050,2024-12-03,ASPDLR000317,Balaji Sowmya Chemicals,ASP0013,Shade complaint,18,79590.08,41529.08,Credit note raised,leakage,photo missing
ASPCLM0000051,2024-09-14,ASPDLR000649,Balaji Naveen Paints,ASP0001,Damaged stock,52,11748.20,3890.60,Pending photo,expired stock,complete
ASPCLM0000052,2025-10-18,ASPDLR000318,Metro Yusuf Traders,ASP0009,Expiry,28,80175.96,53278.58,Credit note raised,rate difference,photo missing
ASPCLM0000053,11/11/2024,ASPDLR000128,Murugan Sowmya Agencies,ASP0007,Scheme claim,10,12964.18,6785.25,Settled,rate difference,duplicate suspected
ASPCLM0000054,2024-10-06,ASPDLR000998,Sri Prakash Associates,ASP0024,Scheme claim,9,16949.73,6789.60,Open,rate difference,manual approval
ASPCLM0000055,2025-08-23,ASPDLR000577,Balaji Suresh Corporation,ASP0008,Shade complaint,38,16605.08,8037.78,Approved,dealer says slow moving,complete
ASPCLM0000056,02/11/2026,ASPDLR000270,Murugan Prakash Paints,ASP0019,Shade complaint,33,68433.31,35581.20,Pending photo,warranty defect,complete
ASPCLM0000057,2024-04-21,ASPDLR000378,SRI GANESH STORES,ASP0007,Shade complaint,47,29734.28,9053.24,Settled,warranty defect,duplicate suspected
ASPCLM0000058,2025-12-24,ASPDLR000121,VIJAYA REVATHI FERTILISERS,ASP0021,Expiry,32,18599.46,9718.32,Settled,leakage,manual approval
ASPCLM0000059,2025-07-17,ASPDLR000545,City Bala Paints,ASP0023,Shade complaint,31,40292.94,27757.09,Settled,leakage,manual approval
ASPCLM0000060,2026-01-03,ASPDLR000159,City Irfan Paints,ASP0024,Scheme claim,40,19261.09,16281.40,Approved,batch issue,photo missing
ASPCLM0000061,2024-12-30,ASPDLR000383,Kaveri Ganesh Paints,ASP0014,Damaged stock,20,11458.71,6342.61,Rejected,warranty defect,duplicate suspected
ASPCLM0000062,2025-10-23,ASPDLR000400,Royal Yusuf Hardware,ASP0022,Damaged stock,16,83666.80,79803.39,Open,expired stock,complete
ASPCLM0000063,2024-09-08,ASPDLR000664,Sree Jagan Paints,ASP0021,Damaged stock,14,49227.87,32139.91,Settled,batch issue,manual approval
ASPCLM0000064,2025-04-02,ASPDLR000055,Sree Prakash Paints,ASP0004,Expiry,51,16576.80,4396.71,Open,warranty defect,invoice missing
ASPCLM0000065,02-Jun-25,ASPDLR000063,Metro Prakash Stores,ASP0010,Rate difference,24,61031.78,47882.45,Pending photo,expired stock,complete
ASPCLM0000066,2025-06-17,ASPDLR000450,Sree Hari Paints,ASP0003,Damaged stock,39,22648.64,18473.88,Settled,damaged in transit,invoice missing
ASPCLM0000067,2025-06-22,ASPDLR000445,Ganesh Arun Enterprises,ASP0021,Service complaint,21,20867.06,3254.86,Settled,dealer says slow moving,invoice missing
ASPCLM0000068,2025-12-21,ASPDLR000260,Modern Geetha Paints,ASP0004,Scheme claim,15,66800.87,60920.97,Open,warranty defect,photo missing
ASPCLM0000069,2025-10-20,ASPDLR000197,Sree Hari Hardware,ASP0023,Shade complaint,41,26957.30,10576.44,Credit note raised,batch issue,manual approval
ASPCLM0000070,2026-02-07,ASPDLR000978,Metro Ganesh Enterprises,ASP0013,Return,58,72747.59,62861.03,Open,dealer says slow moving,invoice missing
ASPCLM0000071,2024-07-20,ASPDLR000810,Balaji Meena Paints,ASP0005,Return,56,69063.92,42435.07,Pending photo,warranty defect,complete
ASPCLM0000072,2025-04-11,ASPDLR000960,Modern Meena Traders & Co,ASP0011,Scheme claim,32,44784.10,10973.86,Credit note raised,dealer says slow moving,duplicate suspected
ASPCLM0000073,2025-03-25,ASPDLR000688,Modern Naveen Paints,ASP0025,Service complaint,30,64418.53,42359.31,Rejected,rate difference,complete
ASPCLM0000074,2026-01-13,ASPDLR000394,Metro Rafiq Depot,ASP0020,Shade complaint,19,17161.77,2936.66,Approved,damaged in transit,complete
ASPCLM0000075,2024-12-07,ASPDLR000604,Royal Senthil Paints,ASP0024,Shade complaint,57,51856.01,3117.49,Settled,leakage,photo missing
ASPCLM0000076,2025-06-29,ASPDLR000102,United Kavya Paints,ASP0022,Return,37,32221.43,7641.81,Settled,batch issue,photo missing
ASPCLM0000077,2024-10-30,ASPDLR000872,Modern Suresh Agencies,ASP0016,Expiry,48,73527.49,63926.50,Credit note raised,leakage,manual approval
ASPCLM0000078,2025-10-15,ASPDLR000293,National Sanjay Paints,ASP0015,Return,28,74970.12,71808.62,Approved,wrong SKU billed,duplicate suspected
ASPCLM0000079,2024-12-06,ASPDLR000893,National Sowmya Paints Main,ASP0014,Service complaint,35,17151.72,482.08,Credit note raised,wrong SKU billed,photo missing
ASPCLM0000080,2025-12-02,ASPDLR000633,NEW SURESH PAINTS,ASP0015,Service complaint,55,81670.49,14517.72,Rejected,warranty defect,photo missing
ASPCLM0000081,2025-03-18,ASPDLR000018,Lucky Chandra Sales,ASP0004,Damaged stock,24,40074.59,6614.65,Rejected,leakage,duplicate suspected
ASPCLM0000082,2025-10-20,ASPDLR000472,Balaji Senthil Paints,ASP0002,Damaged stock,8,71964.93,48073.74,Settled,leakage,photo missing
ASPCLM0000083,2025-12-08,ASPDLR000109,Lucky Prakash Paints,ASP0001,Scheme claim,23,35363.93,26460.69,Settled,wrong SKU billed,photo missing
ASPCLM0000084,2026-01-27,ASPDLR000638,City Ganesh Paints,ASP0012,Damaged stock,37,65244.08,47061.29,Pending photo,batch issue,manual approval
ASPCLM0000085,2024-12-15,ASPDLR000690,Star Sowmya Depot,ASP0005,Damaged stock,56,39067.45,34214.91,Pending photo,warranty defect,invoice missing
ASPCLM0000086,2024-11-11,ASPDLR000194,Royal Senthil Stores Ltd,ASP0013,Shade complaint,49,44572.06,5288.75,Open,damaged in transit,manual approval
ASPCLM0000087,2026-01-18,ASPDLR000079,Vijaya Hari Traders,ASP0004,Damaged stock,25,53685.94,29346.11,Settled,warranty defect,photo missing
ASPCLM0000088,2025-03-10,ASPDLR000111,Royal Suresh Tyres,ASP0001,Expiry,55,6629.08,1077.19,Approved,leakage,invoice missing
ASPCLM0000089,2025-09-24,ASPDLR000506,Modern Bala Hardware,ASP0001,Service complaint,2,24880.49,9151.47,Pending photo,dealer says slow moving,complete
ASPCLM0000090,2025-09-05,ASPDLR000085,Star Sanjay Services,ASP0010,Expiry,2,71641.72,22545.45,Pending photo,rate difference,manual approval
ASPCLM0000091,28-Nov-25,ASPDLR000676,City Priya Depot,ASP0013,Scheme claim,43,77439.48,25977.28,Open,damaged in transit,complete
ASPCLM0000092,2025-08-07,ASPDLR000073,Star Prakash Corporation,ASP0004,Return,57,2145.03,343.74,Rejected,leakage,photo missing
ASPCLM0000093,2024-06-21,ASPDLR000410,Prime Kavya Agro,ASP0012,Scheme claim,38,82425.90,9507.56,Approved,warranty defect,invoice missing
ASPCLM0000094,2025-07-06,ASPDLR000101,Sri Farida Paints,ASP0002,Shade complaint,20,65279.49,27622.39,Approved,expired stock,complete
ASPCLM0000095,2024-05-22,ASPDLR000390,Metro Irfan Corporation,ASP0005,Scheme claim,19,31364.19,22256.57,Settled,warranty defect,invoice missing
ASPCLM0000096,2025-02-12,ASPDLR000798,Shree Yusuf Traders,ASP0021,Expiry,33,30834.19,2439.95,Credit note raised,leakage,photo missing
ASPCLM0000097,11/01/2024,ASPDLR000261,Vijaya Yusuf Hardware,ASP0023,Scheme claim,42,71382.58,43567.40,Rejected,leakage,complete
ASPCLM0000098,2025-04-01,ASPDLR000597,Metro Arun Paints,ASP0002,Return,55,52228.62,35920.41,Settled,expired stock,duplicate suspected
ASPCLM0000099,2025-10-23,ASPDLR000788,Murugan Bala Paints,ASP0019,Service complaint,60,11871.04,11632.52,Pending photo,wrong SKU billed,photo missing
ASPCLM0000100,13/09/2025,ASPDLR000255,New Farida Mart,ASP0013,Scheme claim,31,61085.85,22951.15,Credit note raised,wrong SKU billed,manual approval
ASPCLM0000101,2025-09-25,ASPDLR000667,Shree Meena Paints,ASP0004,Return,53,84138.36,2960.22,Rejected,warranty defect,photo missing
ASPCLM0000102,2025-06-25,ASPDLR000406,UNITED GEETHA PAINTS,ASP0011,Damaged stock,35,45302.90,19477.83,Open,warranty defect,complete
ASPCLM0000103,2025-09-09,ASPDLR000996,Kaveri Lakshmi Paints Ltd,ASP0004,Return,3,75805.85,36554.27,Rejected,warranty defect,manual approval
ASPCLM0000104,2025-01-17,ASPDLR000309,Ganesh Lakshmi Paints,ASP0021,Scheme claim,23,26706.21,1660.21,Settled,wrong SKU billed,invoice missing
ASPCLM0000105,2024-10-05,ASPDLR000146,New Geetha Associates,ASP0016,Scheme claim,50,50608.60,6106.24,Settled,rate difference,complete
ASPCLM0000106,2024-11-13,ASPDLR000274,Metro Hari Depot,ASP0014,Scheme claim,33,40702.59,13535.64,Credit note raised,warranty defect,invoice missing
ASPCLM0000107,2026-02-20,ASPDLR000473,Shree Arun Paints,ASP0014,Rate difference,3,84487.30,77841.26,Open,warranty defect,manual approval
ASPCLM0000108,17-May-25,ASPDLR000182,National Ganesh Mart,ASP0016,Return,24,46191.87,25743.69,Pending photo,dealer says slow moving,invoice missing
ASPCLM0000109,2025-01-25,ASPDLR000669,Royal Farida Mart,ASP0024,Rate difference,10,47025.29,34583.89,Rejected,warranty defect,photo missing
ASPCLM0000110,2025-09-06,ASPDLR000498,Ganesh Naveen Services,ASP0017,Shade complaint,30,78967.69,5631.75,Credit note raised,warranty defect,invoice missing
ASPCLM0000111,2025-03-29,ASPDLR000930,Ganesh Lokesh Chemicals,ASP0006,Damaged stock,24,36912.30,9088.68,Open,wrong SKU billed,manual approval
ASPCLM0000112,2025-02-23,ASPDLR000292,New Kavya Agro,ASP0015,Scheme claim,58,13209.27,9033.15,Pending photo,batch issue,complete
ASPCLM0000113,2024-06-09,ASPDLR000212,Mahalakshmi Chandra Fertilisers,ASP0015,Shade complaint,53,29244.34,13292.44,Credit note raised,dealer says slow moving,photo missing
ASPCLM0000114,2025-06-16,ASPDLR000937,Modern Farida Distributors,ASP0008,Rate difference,57,8322.98,903.55,Pending photo,batch issue,invoice missing
ASPCLM0000115,02/26/2026,ASPDLR000162,Lucky Hari Paints,ASP0011,Damaged stock,4,24314.16,1990.72,Credit note raised,expired stock,duplicate suspected
ASPCLM0000116,2024-07-08,ASPDLR000996,Kaveri Lakshmi Paints Ltd,ASP0008,Service complaint,31,76776.71,32730.11,Pending photo,dealer says slow moving,photo missing
ASPCLM0000117,2026-03-27,ASPDLR000888,New Irfan Traders,ASP0008,Damaged stock,6,56956.91,5783.75,Pending photo,warranty defect,manual approval
ASPCLM0000118,2025-05-28,ASPDLR000657,New Chandra Paints,ASP0006,Return,30,43705.74,22147.83,Credit note raised,dealer says slow moving,duplicate suspected
ASPCLM0000119,2024-05-01,ASPDLR000566,City Suresh Distributors,ASP0021,Damaged stock,20,63019.49,21206.58,Pending photo,leakage,duplicate suspected
ASPCLM0000120,2025-08-29,ASPDLR000587,Sree Geetha Mart,ASP0002,Rate difference,50,29539.78,29500.85,Rejected,rate difference,photo missing
ASPCLM0000121,2025-06-02,ASPDLR000649,Balaji Naveen Paints,ASP0025,Expiry,31,39978.06,9564.52,Open,leakage,photo missing
ASPCLM0000122,2024-08-14,ASPDLR000149,United Kavya Enterprises,ASP0022,Shade complaint,34,84294.47,18909.58,Rejected,wrong SKU billed,photo missing
ASPCLM0000123,2025-05-13,ASPDLR000372,New Venkatesh Associates,ASP0010,Rate difference,42,26207.94,15208.55,Credit note raised,rate difference,invoice missing
ASPCLM0000124,2025-02-28,ASPDLR000320,United Deepak Paints,ASP0021,Scheme claim,40,24822.88,18559.32,Rejected,dealer says slow moving,invoice missing
ASPCLM0000125,17-Nov-24,ASPDLR000775,Murugan Meena Hardware,ASP0021,Expiry,44,6257.97,5396.62,Credit note raised,wrong SKU billed,photo missing
ASPCLM0000126,2025-12-31,ASPDLR000423,Balaji Kavya Paints,ASP0018,Scheme claim,49,31858.06,31716.55,Open,expired stock,manual approval
ASPCLM0000127,05/19/2025,ASPDLR000790,MURUGAN FARIDA PAINTS,ASP0018,Service complaint,9,29885.11,16391.79,Open,dealer says slow moving,complete
ASPCLM0000128,17/03/2026,ASPDLR000437,Royal Sowmya Traders,ASP0003,Damaged stock,59,74902.52,15552.88,Rejected,wrong SKU billed,complete
ASPCLM0000129,2024-04-19,ASPDLR000813,SRI Ganesh Paints,ASP0009,Shade complaint,42,8168.37,19.65,Rejected,expired stock,complete
ASPCLM0000130,2026-02-24,ASPDLR000281,SHREE LAKSHMI PAINTS,ASP0026,Expiry,3,18401.71,9407.86,Credit note raised,damaged in transit,photo missing
ASPCLM0000131,2026-02-06,ASPDLR000370,Modern Revathi Paints,ASP0019,Expiry,50,24500.02,21378.69,Open,damaged in transit,invoice missing
ASPCLM0000132,2025-03-17,ASPDLR000190,Prime Deepak Paints,ASP0025,Expiry,56,7429.77,3379.42,Approved,dealer says slow moving,manual approval
ASPCLM0000133,2026-01-21,ASPDLR000827,National Naveen Paints,ASP0005,Service complaint,7,37890.05,22245.29,Open,wrong SKU billed,photo missing
ASPCLM0000134,12/23/2024,ASPDLR000598,Mahalakshmi Hari Tyres,ASP0009,Damaged stock,55,37671.18,33399.43,Rejected,warranty defect,manual approval
ASPCLM0000135,23/06/2024,ASPDLR000965,Prime Geetha Paints,ASP0025,Scheme claim,40,21604.18,13020.66,Settled,wrong SKU billed,invoice missing
ASPCLM0000136,2024-10-09,ASPDLR000280,Prime Lokesh Associates,ASP0026,Service complaint,23,68708.05,61599.83,Open,warranty defect,duplicate suspected
ASPCLM0000137,2025-04-05,ASPDLR000330,City Prakash Paints,ASP0017,Rate difference,35,41358.81,34216.92,Rejected,rate difference,manual approval
ASPCLM0000138,2025-11-04,ASPDLR000084,Ganesh Sowmya Paints,ASP0005,Scheme claim,11,53542.61,55.15,Rejected,damaged in transit,photo missing
ASPCLM0000139,2026-02-19,ASPDLR000700,City Priya Depot,ASP0016,Damaged stock,29,37470.11,2977.23,Open,wrong SKU billed,duplicate suspected
ASPCLM0000140,03/01/2026,ASPDLR000578,Modern Karthik Fertilisers,ASP0005,Shade complaint,49,48093.49,20509.91,Approved,damaged in transit,duplicate suspected
ASPCLM0000141,2025-05-27,ASPDLR000910,Ganesh Chandra Paints,ASP0020,Scheme claim,1,45944.44,10773.58,Rejected,damaged in transit,invoice missing
ASPCLM0000142,2024-08-16,ASPDLR000073,Star Prakash Corporation,ASP0008,Service complaint,24,61244.83,61038.44,Settled,batch issue,manual approval
ASPCLM0000143,2026-03-01,ASPDLR000059,Murugan Sowmya Chemicals,ASP0009,Return,49,72899.53,32479.77,Pending photo,warranty defect,duplicate suspected
ASPCLM0000144,2025-04-25,ASPDLR000836,Star Geetha Paints,ASP0015,Shade complaint,6,53519.34,44560.80,Approved,expired stock,complete
ASPCLM0000145,2025-04-05,ASPDLR001000,Ganesh Prakash Services,ASP0012,Damaged stock,51,12294.10,11985.96,Settled,damaged in transit,invoice missing
ASPCLM0000146,2025-09-10,ASPDLR000959,Modern Prakash Services,ASP0010,Service complaint,20,53982.21,48816.62,Settled,dealer says slow moving,manual approval
ASPCLM0000147,02/12/2026,ASPDLR000731,United Suresh Services,ASP0020,Rate difference,51,5289.51,421.82,Rejected,rate difference,manual approval
ASPCLM0000148,05/12/2024,ASPDLR000605,Balaji Senthil Mart,ASP0015,Shade complaint,53,24553.72,12614.36,Settled,leakage,manual approval
ASPCLM0000149,2025-10-01,ASPDLR000937,Modern Farida Distributors,ASP0010,Rate difference,23,72110.24,32303.94,Settled,dealer says slow moving,photo missing
ASPCLM0000150,2024-06-16,ASPDLR000030,Star Hari Depot,ASP0011,Service complaint,17,61839.77,20785.31,Approved,batch issue,complete
ASPCLM0000151,2026-01-09,ASPDLR000500,Balaji Senthil Services Pvt,ASP0021,Return,44,30244.62,4455.24,Open,rate difference,complete
ASPCLM0000152,2024-09-08,ASPDLR000395,Vijaya Hari Paints,ASP0019,Damaged stock,39,68066.43,22323.75,Pending photo,batch issue,manual approval
ASPCLM0000153,2025-05-14,ASPDLR000109,Lucky Prakash Paints,ASP0011,Rate difference,60,54374.88,3353.71,Pending photo,wrong SKU billed,photo missing
ASPCLM0000154,2025-04-27,ASPDLR000071,Kaveri Sanjay Paints,ASP0013,Return,35,76863.74,4500.49,Rejected,expired stock,duplicate suspected
ASPCLM0000155,2025-08-12,ASPDLR000401,Star Revathi Depot,ASP0014,Scheme claim,15,46785.78,44387.27,Rejected,damaged in transit,duplicate suspected
ASPCLM0000156,2024-05-20,ASPDLR000458,National Bala Mart,ASP0016,Service complaint,28,70783.56,12092.53,Approved,dealer says slow moving,duplicate suspected
ASPCLM0000157,2025-02-10,ASPDLR000324,Kaveri Suresh Traders,ASP0020,Service complaint,56,23915.24,2938.44,Open,dealer says slow moving,duplicate suspected
ASPCLM0000158,2024-06-14,ASPDLR000355,Metro Naveen Paints,ASP0024,Shade complaint,50,61251.24,22702.86,Credit note raised,batch issue,complete
ASPCLM0000159,2024-06-02,ASPDLR000461,Modern Suresh Agencies,ASP0006,Rate difference,14,62019.53,42882.07,Open,rate difference,duplicate suspected
ASPCLM0000160,2025-12-21,ASPDLR000488,Modern Irfan Paints,ASP0004,Service complaint,26,40302.14,9694.10,Credit note raised,wrong SKU billed,complete
ASPCLM0000161,2025-04-15,ASPDLR000274,Metro Hari Depot,ASP0002,Expiry,23,32144.95,19782.11,Rejected,leakage,photo missing
ASPCLM0000162,24/07/2024,ASPDLR000087,Lucky Rafiq Paints,ASP0001,Service complaint,50,40959.46,38391.27,Approved,damaged in transit,invoice missing
ASPCLM0000163,02/07/2025,ASPDLR000343,Ganesh Farida Associates,ASP0025,Rate difference,42,54680.02,16306.92,Rejected,wrong SKU billed,photo missing
ASPCLM0000164,2025-10-22,ASPDLR000626,Sri Hari Services,ASP0016,Expiry,28,14607.52,11309.42,Approved,expired stock,duplicate suspected
ASPCLM0000165,2024-08-13,ASPDLR000014,Sri Sanjay Stores,ASP0012,Expiry,55,50812.49,50801.06,Credit note raised,rate difference,invoice missing
ASPCLM0000166,2024-12-19,ASPDLR000713,Murugan Yusuf Tyres,ASP0016,Rate difference,18,34044.89,29382.87,Settled,leakage,photo missing
ASPCLM0000167,2024-08-28,ASPDLR000650,Kaveri Senthil Corporation,ASP0001,Service complaint,21,32120.96,12117.22,Pending photo,expired stock,complete
ASPCLM0000168,2025-02-04,ASPDLR000886,Murugan Arun Hardware,ASP0026,Service complaint,28,15251.16,12699.45,Rejected,dealer says slow moving,invoice missing
ASPCLM0000169,2025-11-26,ASPDLR000143,Star Suresh Stores,ASP0016,Expiry,1,80317.61,22176.90,Open,leakage,photo missing
ASPCLM0000170,2024-04-21,ASPDLR000706,Shree Prakash Fertilisers,ASP0025,Service complaint,49,9818.75,4500.68,Rejected,leakage,duplicate suspected
ASPCLM0000171,2026-03-10,ASPDLR000132,New Karthik Corporation,ASP0006,Rate difference,11,77194.81,49874.26,Rejected,batch issue,invoice missing
ASPCLM0000172,2025-11-15,ASPDLR000039,Ganesh Sowmya Chemicals,ASP0025,Damaged stock,36,47998.61,2264.30,Credit note raised,leakage,duplicate suspected
ASPCLM0000173,2025-06-29,ASPDLR000835,National Prakash Mart,ASP0013,Expiry,28,5324.19,1038.26,Settled,expired stock,invoice missing
ASPCLM0000174,2024-05-05,ASPDLR000782,Vijaya Irfan Hardware,ASP0011,Expiry,48,53886.61,8724.34,Approved,dealer says slow moving,photo missing
ASPCLM0000175,2025-10-23,ASPDLR000770,Star Deepak Agro,ASP0016,Scheme claim,30,11839.90,10706.02,Pending photo,wrong SKU billed,complete
ASPCLM0000176,2025-08-18,ASPDLR000697,Shree Karthik Paints,ASP0026,Rate difference,54,70857.40,8128.00,Approved,warranty defect,invoice missing
