claim_id,claim_date,customer_id,customer_name,sku_id,claim_type,quantity,claim_amount,approved_amount,status,reason_text,document_status
CEACLM0000054,02/09/2024,CEASUB003101,Prime Hari Tyres,CEA0025,Transit damage,39,21737.95,5213.99,Open,expired stock,duplicate suspected
CEACLM0000055,2025-08-15,CEASUB003768,Sree Kavya Tyres,CEA0029,Transit damage,4,47649.85,46083.49,Approved,damaged in transit,invoice missing
CEACLM0000056,2025-04-03,CEASUB003630,Sri Sowmya Mart Main,CEA0020,Bead damage,31,50657.59,40829.64,Open,batch issue,photo missing
CEACLM0000057,11/15/2025,CEASUB001626,Sree Irfan Chemicals,CEA0032,Road hazard,29,77336.76,52095.86,Settled,expired stock,photo missing
CEACLM0000058,2025-05-20,CEASUB003768,Sree Kavya Tyres,CEA0006,Warranty claim,7,63796.58,4205.93,Settled,wrong SKU billed,manual approval
CEACLM0000059,27/04/2024,CEASUB003545,Ganesh Jagan Tyres Main,CEA0015,Road hazard,24,6509.06,3045.73,Credit note raised,leakage,complete
CEACLM0000060,2025-03-31,CEASUB000148,Modern Hari Tyres,CEA0031,Bead damage,27,62370.20,22815.70,Approved,dealer says slow moving,photo missing
CEACLM0000061,12/17/2025,CEASUB003266,Mahalakshmi Irfan Hardware,CEA0014,Scheme claim,17,749.55,64.05,Rejected,damaged in transit,duplicate suspected
CEACLM0000062,2025-08-24,CEASUB003877,Sree Deepak Agro,CEA0030,Road hazard,59,42032.03,24172.70,Open,warranty defect,photo missing
CEACLM0000063,2025-04-10,CEASUB000645,Vijaya Revathi Tyres,CEA0006,Tread wear,9,56400.86,15735.94,Credit note raised,dealer says slow moving,manual approval
CEACLM0000064,2024-06-07,CEASUB004495,Star Arun Paints,CEA0001,Warranty claim,12,29975.49,14710.22,Settled,batch issue,photo missing
CEACLM0000065,2025-10-18,CEADLR000747,Sri Farida Tyres,CEA0034,Scheme claim,6,13320.08,12689.57,Open,wrong SKU billed,invoice missing
CEACLM0000066,2024-06-01,CEASUB002194,National Lakshmi Tyres,CEA0016,Manufacturing defect,28,31115.46,13915.34,Approved,batch issue,duplicate suspected
CEACLM0000067,20/05/2024,CEASUB002033,Royal Chandra Stores,CEA0009,Transit damage,43,60532.36,49624.65,Settled,expired stock,photo missing
CEACLM0000068,2025-10-23,CEASUB002364,Lucky Naveen Chemicals,CEA0013,Bead damage,3,28302.53,2312.71,Credit note raised,expired stock,invoice missing
CEACLM0000069,2026-01-23,CEADLR000274,Vijaya Anand Agro,CEA0037,Warranty claim,53,77492.87,39274.57,Settled,dealer says slow moving,manual approval
CEACLM0000070,2024-08-07,CEASUB002701,Modern Arun Stores,CEA0001,Warranty claim,55,74683.01,48075.27,Pending photo,rate difference,invoice missing
CEACLM0000071,2024-06-15,CEASUB003235,Mahalakshmi Chandra Depot,CEA0030,Tread wear,23,84200.45,20660.02,Pending photo,expired stock,invoice missing
CEACLM0000072,2025-11-17,CEASUB000172,Royal Manoj Agencies,CEA0018,Tread wear,38,82816.25,3795.96,Credit note raised,warranty defect,manual approval
CEACLM0000073,2025-03-23,CEASUB002736,Balaji Venkatesh Associates,CEA0006,Bead damage,4,65935.70,50559.93,Rejected,dealer says slow moving,invoice missing
CEACLM0000074,2024-11-15,CEASUB001717,City Irfan Mart,CEA0014,Scheme claim,9,25236.93,3539.39,Settled,leakage,invoice missing
CEACLM0000075,2024-07-04,CEASUB004371,Star Lokesh Tyres,CEA0023,Road hazard,58,22443.93,615.29,Pending photo,warranty defect,complete
CEACLM0000076,2025-03-04,CEASUB004360,Prime Deepak Corporation,CEA0021,Warranty claim,19,17002.18,13465.40,Open,leakage,photo missing
CEACLM0000077,02/08/2025,CEASUB002484,Vijaya Deepak Tyres,CEA0023,Warranty claim,45,26395.03,3604.24,Pending photo,warranty defect,photo missing
CEACLM0000078,09/02/2025,CEASUB000368,Lucky Revathi Tyres,CEA0002,Warranty claim,60,29287.60,6855.82,Credit note raised,dealer says slow moving,duplicate suspected
CEACLM0000079,2024-06-06,CEASUB002524,Sri Revathi Tyres,CEA0006,Transit damage,59,18299.85,2026.84,Pending photo,leakage,invoice missing
CEACLM0000080,2024-09-15,CEASUB000943,Kaveri Kavya Stores,CEA0002,Bead damage,32,43243.21,30859.66,Pending photo,wrong SKU billed,complete
CEACLM0000081,25/10/2025,CEASUB001862,Prime Meena Tyres,CEA0003,Scheme claim,16,13878.36,9215.11,Pending photo,rate difference,invoice missing
CEACLM0000082,2024-05-27,CEASUB002281,BALAJI ANAND HARDWARE,CEA0027,Bead damage,27,43064.93,29925.07,Open,dealer says slow moving,complete
CEACLM0000083,2025-05-14,CEADLR000676,Sri Sowmya Chemicals,CEA0008,Road hazard,32,31091.41,826.14,Credit note raised,wrong SKU billed,photo missing
CEACLM0000084,2025-10-31,CEASUB000896,United Bala Tyres,CEA0017,Tread wear,27,19242.50,96.30,Pending photo,warranty defect,complete
CEACLM0000085,2024-11-26,CEASUB001084,Mahalakshmi Irfan Mart,CEA0025,Tread wear,27,81691.77,67472.96,Approved,batch issue,duplicate suspected
CEACLM0000086,02/21/2025,CEASUB001046,PRIME ARUN CHEMICALS,CEA0030,Road hazard,37,24701.89,5915.44,Open,wrong SKU billed,complete
CEACLM0000087,2025-06-17,CEASUB001272,Lucky Arun Tyres,CEA0003,Bead damage,8,32444.58,3736.73,Settled,batch issue,photo missing
CEACLM0000088,2024-12-05,CEASUB000877,MURUGAN ARUN TYRES,CEA0007,Scheme claim,52,73522.66,30960.75,Settled,batch issue,photo missing
CEACLM0000089,2025-04-26,CEADLR000159,Ganesh Prakash Enterprises,CEA0009,Transit damage,23,53187.48,44108.17,Pending photo,wrong SKU billed,invoice missing
CEACLM0000090,10/28/2024,CEASUB003989,National Venkatesh Associates,CEA0031,Scheme claim,26,3874.39,616.31,Open,expired stock,manual approval
CEACLM0000091,08/01/2025,CEASUB000396,Star Yusuf Agro,CEA0037,Transit damage,41,63952.86,35460.72,Pending photo,leakage,duplicate suspected
CEACLM0000092,2024-08-09,CEADLR000498,Murugan Lakshmi Associates,CEA0015,Bead damage,10,77993.11,37828.94,Settled,wrong SKU billed,manual approval
CEACLM0000093,2025-06-08,CEASUB001817,Shri Anand Paints,CEA0016,Tread wear,47,74439.39,58339.87,Pending photo,rate difference,duplicate suspected
CEACLM0000094,29/09/2024,CEASUB000376,Metro Irfan Tyres,CEA0038,Road hazard,29,14745.12,388.43,Rejected,damaged in transit,complete
CEACLM0000095,2026-01-09,CEASUB003876,Balaji Prakash Sales,CEA0006,Scheme claim,26,41838.41,11167.56,Settled,damaged in transit,photo missing
CEACLM0000096,2025-02-05,CEADLR000117,City Priya Tyres,CEA0034,Transit damage,53,40758.17,4844.90,Pending photo,leakage,photo missing
CEACLM0000097,27-Jun-24,CEASUB000290,Murugan Chandra Associates,CEA0022,Bead damage,16,52098.72,49163.66,Pending photo,batch issue,invoice missing
CEACLM0000098,2025-11-30,CEASUB002873,Star Anand Tyres,CEA0023,Manufacturing defect,18,31479.38,22902.05,Pending photo,warranty defect,manual approval
CEACLM0000099,2024-11-15,CEASUB001614,City Suresh Tyres,CEA0015,Warranty claim,34,48596.83,42473.90,Credit note raised,damaged in transit,invoice missing
CEACLM0000100,2025-11-08,CEASUB000128,Murugan Kavya Depot,CEA0033,Tread wear,12,32791.33,1871.24,Settled,warranty defect,complete
CEACLM0000101,2025-08-03,CEASUB003845,Lucky Rafiq Tyres,CEA0001,Scheme claim,9,16597.31,5211.82,Credit note raised,rate difference,duplicate suspected
CEACLM0000102,07-Jan-26,CEASUB001963,Balaji Hari Tyres,CEA0037,Bead damage,10,37016.97,22297.70,Open,batch issue,duplicate suspected
CEACLM0000103,2024-09-16,CEASUB003781,Balaji Priya Depot,CEA0006,Bead damage,8,33175.60,3574.36,Settled,dealer says slow moving,photo missing
CEACLM0000104,2025-12-07,CEASUB000972,Metro Lokesh Fertilisers,CEA0016,Manufacturing defect,25,33279.82,23517.87,Approved,wrong SKU billed,complete
CEACLM0000105,2024-07-25,CEADLR000454,Kaveri Naveen Distributors,CEA0035,Bead damage,58,41936.84,13438.08,Pending photo,leakage,manual approval
CEACLM0000106,10/27/2025,CEASUB002674,Balaji Deepak Distributors,CEA0028,Manufacturing defect,36,77099.83,65768.28,Credit note raised,dealer says slow moving,photo missing
CEACLM0000107,2024-04-05,CEASUB002180,Modern Lakshmi Tyres,CEA0035,Bead damage,32,55597.04,35080.39,Credit note raised,wrong SKU billed,photo missing
CEACLM0000108,2025-06-28,CEASUB002913,Metro Lokesh Associates,CEA0027,Manufacturing defect,42,28891.98,14268.12,Approved,warranty defect,photo missing
CEACLM0000109,07/02/2025,CEASUB003032,Balaji Arun Tyres,CEA0011,Warranty claim,7,35244.98,2847.13,Open,warranty defect,manual approval
CEACLM0000110,2024-12-07,CEASUB004217,Star Lokesh Tyres,CEA0027,Manufacturing defect,42,68321.71,19000.47,Pending photo,rate difference,complete
CEACLM0000111,02/11/2026,CEASUB003322,Balaji Manoj Stores,CEA0009,Manufacturing defect,11,67308.71,60497.56,Rejected,wrong SKU billed,photo missing
CEACLM0000112,2024-08-13,CEASUB003988,Kaveri Ganesh Tyres,CEA0030,Scheme claim,22,84120.80,28999.29,Pending photo,warranty defect,photo missing
CEACLM0000113,2025-07-15,CEASUB000508,Star Chandra Hardware,CEA0010,Warranty claim,7,26058.72,2032.99,Settled,expired stock,complete
CEACLM0000114,02/11/2026,CEASUB004008,Murugan Meena Stores,CEA0035,Bead damage,35,77473.75,2304.45,Approved,warranty defect,complete
CEACLM0000115,2024-08-17,CEASUB000013,Sree Naveen Depot,CEA0005,Road hazard,27,18373.57,2376.94,Pending photo,warranty defect,duplicate suspected
CEACLM0000116,2025-04-21,CEADLR000584,Star Revathi Tyres,CEA0038,Bead damage,18,29403.52,11800.25,Rejected,wrong SKU billed,duplicate suspected
CEACLM0000117,10/02/2026,CEASUB000029,Lucky Irfan Agro,CEA0028,Tread wear,11,30579.31,706.86,Settled,rate difference,manual approval
CEACLM0000118,2026-01-13,CEASUB001219,Modern Manoj Fertilisers,CEA0009,Road hazard,41,4358.89,698.55,Settled,rate difference,photo missing
CEACLM0000119,2025-06-24,CEASUB001133,Royal Revathi Mart,CEA0018,Transit damage,43,73687.43,27553.34,Approved,leakage,invoice missing
CEACLM0000120,2026-03-25,CEADLR000679,Sree Meena Depot,CEA0002,Road hazard,21,6210.26,5707.35,Pending photo,wrong SKU billed,photo missing
CEACLM0000121,2024-04-03,CEASUB004497,Balaji Lakshmi Depot,CEA0034,Bead damage,37,52581.32,27175.29,Credit note raised,batch issue,photo missing
CEACLM0000122,2024-04-19,CEADLR000185,National Manoj Traders,CEA0024,Manufacturing defect,49,10376.90,3568.55,Settled,expired stock,photo missing
CEACLM0000123,2026-01-30,CEASUB003806,Murugan Priya Services,CEA0008,Manufacturing defect,46,67590.45,16612.16,Rejected,warranty defect,duplicate suspected
CEACLM0000124,07-Feb-26,CEASUB002708,New Lakshmi Tyres,CEA0034,Tread wear,56,74378.66,35746.67,Rejected,dealer says slow moving,photo missing
CEACLM0000125,07/25/2025,CEASUB001241,Balaji Priya Tyres,CEA0016,Transit damage,47,57767.84,33356.87,Pending photo,damaged in transit,complete
CEACLM0000126,22/09/2024,CEASUB003244,City Sanjay Hardware,CEA0013,Bead damage,59,50121.41,37196.91,Open,rate difference,invoice missing
CEACLM0000127,2025-11-13,CEASUB002906,Sree Geetha Services,CEA0010,Warranty claim,36,20891.23,1168.14,Open,rate difference,duplicate suspected
CEACLM0000128,2024-05-10,CEADLR000376,Mahalakshmi Jagan Tyres,CEA0005,Road hazard,8,40530.78,3873.73,Settled,warranty defect,photo missing
CEACLM0000129,2025-09-12,CEADLR000724,Shree Priya Tyres,CEA0001,Bead damage,20,52276.16,12076.28,Pending photo,warranty defect,invoice missing
CEACLM0000130,10/09/2025,CEASUB003150,GANESH MANOJ CORPORATION,CEA0004,Transit damage,22,65609.32,23924.13,Open,rate difference,manual approval
CEACLM0000131,2025-07-26,CEADLR000347,Vijaya Irfan Tyres,CEA0003,Bead damage,34,83470.74,24608.78,Open,leakage,manual approval
CEACLM0000132,2025-04-06,CEASUB002661,Star Priya Stores,CEA0002,Road hazard,42,25136.39,22699.18,Open,damaged in transit,manual approval
CEACLM0000133,2025-10-13,CEASUB001333,Murugan Senthil Agencies,CEA0017,Tread wear,9,25459.64,22929.90,Settled,dealer says slow moving,complete
CEACLM0000134,2024-04-01,CEASUB001940,Kaveri Priya Tyres Pvt,CEA0002,Warranty claim,51,79019.15,24127.74,Credit note raised,batch issue,photo missing
CEACLM0000135,2025-11-24,CEADLR000560,NATIONAL KAVYA TYRES,CEA0016,Transit damage,20,11876.51,2783.52,Settled,expired stock,duplicate suspected
CEACLM0000136,2025-03-18,CEASUB000973,Mahalakshmi Arun Agro,CEA0019,Transit damage,5,21403.49,11207.77,Credit note raised,leakage,duplicate suspected
CEACLM0000137,02/05/2025,CEADLR000070,Star Deepak Associates,CEA0006,Road hazard,15,81890.25,35041.14,Approved,damaged in transit,complete
CEACLM0000138,2025-12-02,CEADLR000444,Balaji Chandra Tyres,CEA0026,Manufacturing defect,23,48161.76,40169.13,Rejected,dealer says slow moving,manual approval
CEACLM0000139,2025-09-08,CEADLR000263,Sri Manoj Sales,CEA0031,Tread wear,13,13309.73,1661.06,Approved,dealer says slow moving,invoice missing
CEACLM0000140,2025-02-21,CEASUB002659,Modern Lokesh Tyres Main,CEA0034,Transit damage,1,5582.46,18.42,Credit note raised,wrong SKU billed,invoice missing
CEACLM0000141,15/04/2025,CEASUB000901,Royal Hari Tyres,CEA0008,Road hazard,34,42228.82,25394.22,Open,batch issue,invoice missing
CEACLM0000142,2025-08-04,CEASUB004365,Mahalakshmi Prakash Paints Main,CEA0034,Scheme claim,4,61716.55,9114.37,Rejected,warranty defect,manual approval
CEACLM0000143,12/02/2024,CEADLR000662,Star Revathi Agencies,CEA0026,Manufacturing defect,4,83078.58,5429.65,Open,wrong SKU billed,complete
CEACLM0000144,2025-01-31,CEASUB002851,Star Chandra Mart,CEA0020,Warranty claim,25,31458.14,13959.74,Pending photo,dealer says slow moving,invoice missing
CEACLM0000145,2025-07-29,CEASUB003739,Lucky Lokesh Depot,CEA0007,Bead damage,58,40549.91,26513.36,Rejected,expired stock,duplicate suspected
CEACLM0000146,2025-11-16,CEASUB001142,Murugan Venkatesh Mart,CEA0029,Transit damage,42,59782.62,1769.29,Settled,wrong SKU billed,duplicate suspected
CEACLM0000147,2025-05-05,CEASUB001107,Lucky Arun Traders,CEA0018,Warranty claim,56,1536.80,426.65,Approved,rate difference,complete
CEACLM0000148,2025-08-23,CEASUB002864,MURUGAN LAKSHMI TYRES,CEA0005,Transit damage,42,59665.33,35428.77,Settled,rate difference,complete
CEACLM0000149,10/09/2024,CEASUB003732,New Kavya Tyres,CEA0015,Road hazard,38,7984.23,5521.02,Credit note raised,leakage,invoice missing
CEACLM0000150,2026-01-27,CEADLR000537,Prime Rafiq Tyres,CEA0022,Manufacturing defect,13,48729.11,9066.64,Approved,dealer says slow moving,invoice missing
CEACLM0000151,2024-12-07,CEASUB002813,Metro Bala Tyres,CEA0014,Transit damage,49,59748.22,13337.06,Rejected,leakage,manual approval
CEACLM0000152,2025-02-04,CEASUB003468,Ganesh Sowmya Associates,CEA0036,Transit damage,8,31248.32,161.83,Rejected,warranty defect,invoice missing
CEACLM0000153,30-Dec-25,CEASUB001609,Balaji Sowmya Enterprises,CEA0034,Warranty claim,7,20135.57,19209.30,Settled,warranty defect,complete
CEACLM0000154,2026-01-29,CEASUB003469,Sri Priya Stores,CEA0002,Tread wear,31,72862.04,21042.22,Settled,dealer says slow moving,photo missing
CEACLM0000155,2024-09-26,CEASUB004228,Prime Irfan Sales,CEA0006,Manufacturing defect,52,9905.30,3473.54,Pending photo,damaged in transit,invoice missing
CEACLM0000156,2025-08-22,CEASUB003344,Sri Bala Tyres,CEA0031,Warranty claim,48,80272.21,39158.27,Rejected,damaged in transit,manual approval
CEACLM0000157,2025-12-15,CEASUB002325,Prime Suresh Tyres,CEA0032,Bead damage,41,30648.45,27510.84,Pending photo,batch issue,manual approval
CEACLM0000158,2024-04-23,CEADLR000356,Star Lakshmi Tyres,CEA0031,Manufacturing defect,12,65760.08,24528.08,Open,leakage,duplicate suspected
CEACLM0000159,31/08/2024,CEASUB003089,Shree Bala Tyres,CEA0028,Warranty claim,2,46125.42,31914.15,Approved,expired stock,manual approval
CEACLM0000160,2026-03-28,CEASUB000789,Prime Karthik Tyres,CEA0018,Warranty claim,32,461.70,430.59,Open,batch issue,photo missing
CEACLM0000161,2024-07-20,CEASUB000546,Sri Revathi Enterprises,CEA0015,Road hazard,12,46413.57,22212.33,Open,expired stock,duplicate suspected
CEACLM0000162,21-Oct-24,CEASUB002924,MODERN BALA CHEMICALS,CEA0034,Manufacturing defect,7,66052.22,12192.82,Credit note raised,expired stock,photo missing
CEACLM0000163,05-May-24,CEASUB004152,National Suresh Distributors,CEA0031,Manufacturing defect,55,40491.58,35587.21,Open,damaged in transit,complete
CEACLM0000164,2024-05-13,CEASUB004200,Royal Manoj Associates,CEA0025,Bead damage,51,39066.48,8689.35,Approved,dealer says slow moving,photo missing
CEACLM0000165,2026-01-14,CEASUB002589,New Sanjay Depot,CEA0006,Bead damage,6,68916.50,19520.02,Settled,leakage,duplicate suspected
CEACLM0000166,05/01/2026,CEASUB003743,Kaveri Ganesh Sales,CEA0015,Warranty claim,12,17370.36,475.36,Pending photo,rate difference,complete
CEACLM0000167,04/27/2025,CEASUB000871,National Lakshmi Paints,CEA0011,Warranty claim,27,21704.54,17979.80,Rejected,wrong SKU billed,manual approval
CEACLM0000168,2025-08-31,CEADLR000654,Mahalakshmi Senthil Agencies,CEA0035,Bead damage,53,13719.69,13238.16,Pending photo,damaged in transit,photo missing
CEACLM0000169,2024-06-23,CEASUB001453,Ganesh Suresh Agro,CEA0011,Tread wear,52,59138.57,37756.33,Rejected,damaged in transit,invoice missing
CEACLM0000170,18-Apr-24,CEASUB002486,Murugan Chandra Tyres,CEA0004,Road hazard,12,10145.60,7657.28,Credit note raised,batch issue,complete
CEACLM0000171,2025-10-02,CEASUB003226,Kaveri Jagan Associates,CEA0030,Transit damage,47,76233.17,66763.93,Rejected,warranty defect,complete
CEACLM0000172,2025-02-15,CEASUB003369,Balaji Farida Mart,CEA0037,Manufacturing defect,45,16977.02,6042.04,Settled,wrong SKU billed,manual approval
CEACLM0000173,05/05/2024,CEASUB003024,United Senthil Tyres,CEA0004,Warranty claim,38,67611.96,28930.23,Settled,damaged in transit,manual approval
CEACLM0000174,2024-05-29,CEASUB001606,Modern Priya Mart,CEA0013,Manufacturing defect,28,45220.57,5238.62,Rejected,warranty defect,manual approval
CEACLM0000175,05/06/2024,CEASUB002372,Prime Revathi Corporation,CEA0006,Road hazard,33,50164.87,3322.68,Pending photo,expired stock,complete
CEACLM0000176,2026-02-27,CEADLR000073,Kaveri Hari Tyres Ltd,CEA0019,Bead damage,43,27404.61,15915.37,Rejected,warranty defect,complete
CEACLM0000177,2024-06-20,CEASUB003278,UNITED KARTHIK CORPORATION,CEA0021,Manufacturing defect,33,21544.71,17148.04,Open,warranty defect,duplicate suspected
CEACLM0000178,19/12/2025,CEASUB001516,City Manoj Traders,CEA0002,Warranty claim,20,81026.01,5873.76,Open,wrong SKU billed,photo missing
